23911,CAÑA           COUGAR WIT FV+GR 1953,,130.81,320,1,9.63E+11,9999,9999
23912,CAÑA           COUGAR WIT FV+GR 2103,,137.31,330,1,9.63E+11,9999,9999
23913,ACC.PESCA      ESM.BARREL C/MOSQ.1-6,,0.98,3,1,0083203071-6.,9999,9999
23914,ACC.PESCA      ESM.BARREL C/MOSQ.1/0-6,,1.1,3,1,0083203081/06,9999,9999
23915,ACC.PESCA      ESM.BARREL C/MOSQ.2/0-7,,1.41,4,1,0083203092/07,9999,9999
23916,SEÑUELOS       HI LURE RIDER 100MM,,13,35,1,698320316100M,9999,9999
23917,CUCHARAS       HI LURE BLUE PIKE 5416-09,,7.17,18,1,15632031210GR,9999,9999
23918,CUCHARAS       HI LURE METEOR 5411-10,,7.48,18,1,15632031310GR,9999,9999
23919,CUCHARAS       HI LURE ROWELL 5424-09,,6.62,18,1,1563203149GR.,9999,9999
23920,CUCHARAS       HI LURE ROWELL 5424-13,,7.85,20,1,15632031413GR,9999,9999
23921,CUCHARAS       HI LURE DEEP FIT 5428-12,,8.09,20,1,15632031612GR,9999,9999
23922,CUCHARAS       HI LURE WILD 5505-23,,11.83,30,1,15632031723GR,9999,9999
23923,CUCHARAS       HI LURE SPIRIT 5519-16,,8.89,22,1,15632031816GR,9999,9999
23924,CUCHARAS       HI LURE MIXTER 5521-21,,9.81,25,1,15632031921GR,9999,9999
23925,CUCHARAS       HI LURE IRON 5533-21,,10.3,25,1,15632032121GR,9999,9999
23926,CUCHARAS       HI LURE KUCLER LONG,,16.8,40,1,15632032220GR,9999,9999
23927,WADERS         COUGAR RESPIRABLE 6002,,981.54,2360,1,835320311CXS.,9999,9999
23928,WADERS         COUGAR RESPIRABLE 6002,,981.54,2360,1,835320311M...,9999,9999
23929,WADERS         COUGAR RESPIRABLE 6002,,981.54,2360,1,835320311L...,9999,9999
23930,WADERS         COUGAR RESPIRABLE 6002,,981.54,2360,1,835320311XL..,9999,9999
23931,CUCHARAS       HI LURE KUCLER LONG,,18.45,45,1,15632032230GR,9999,9999
23932,CUCHARAS       HI LURE BRICK 5544-20,,9.38,22,1,15632032320GR,9999,9999
23933,CORTAPLUMAS    VICTOR.0.3303 WAITER,,15.18,37,1,1.48E+12,9999,9999
23934,ENCENDEDOR     ZIPPO 28021,,24.4,59,1,1.70E+12,9999,9999
23935,ENCENDEDOR     ZIPPO 28052,,20.31,49,1,1.70E+12,9999,9999
23936,ENCENDEDOR     ZIPPO 28230,,25.82,62,1,1.70E+12,9999,9999
23937,BOTA HIKING J  HUSH PUPPIES DENVER,,213.74,470,1,6032537019,9999,9999
23938,BOTA HIKING J  HUSH PUPPIES DENVER,,213.74,470,1,6032537020,9999,9999
23939,BOTA HIKING J  HUSH PUPPIES DENVER,,213.74,470,1,6032537021,9999,9999
23940,BOTA HIKING J  HUSH PUPPIES DENVER,,213.74,470,1,6032537022,9999,9999
23941,BOTA HIKING J  HUSH PUPPIES DENVER,,213.74,470,1,6032537023,9999,9999
23942,BOTA HIKING J  HUSH PUPPIES DENVER,,213.74,470,1,6032537024,9999,9999
23943,BOTA HIKING J  HUSH PUPPIES DENVER,,213.74,470,1,6032537025,9999,9999
23944,BOTA HIKING A  HUSH PUPPIES ARAX,,524.4,1150,1,6032530335,9999,9999
23945,BOTA HIKING A  HUSH PUPPIES ARAX,,524.4,1150,1,6032530336,9999,9999
23946,BOTA HIKING A  HUSH PUPPIES ARAX,,524.4,1150,1,6032530337,9999,9999
23947,BOTA HIKING A  HUSH PUPPIES ARAX,,524.4,1150,1,6032530338,9999,9999
23948,BOTA HIKING A  HUSH PUPPIES ARAX,,524.4,1150,1,6032530339,9999,9999
23949,BOTA HIKING A  HUSH PUPPIES ARAX,,524.4,1150,1,6032530340,9999,9999
23950,BOTA HIKING A  ASOLO STYNGER GTX,,169,355,2,0607088043.5.,9999,9999
23951,BOTA HIKING A  ASOLO STYNGER GTX,,169,355,2,0607088044.0.,9999,9999
23952,BOTA HIKING A  ASOLO STYNGER GTX,,169,355,2,0607088044.5.,9999,9999
23953,BOTA HIKING B  ASOLO FUGITIVE GTX,,178,374,2,0606088266.0.,9999,9999
23954,BOTA HIKING B  ASOLO FUGITIVE GTX,,178,374,2,0606088266.5.,9999,9999
23955,BOTA HIKING B  ASOLO FUGITIVE GTX,,178,374,2,0606088267.0.,9999,9999
23956,BOTA HIKING B  ASOLO FUGITIVE GTX,,178,374,2,0606088267.5.,9999,9999
23957,BOTA HIKING B  ASOLO FUGITIVE GTX,,178,374,2,6060882613,9999,9999
23958,BOTA HIKING B  ASOLO SPYRE GV,,159,333,2,0600088367.5.,9999,9999
23959,SKI.R          R.ALIAS LTD + AXM 100,,301,900,3,7103132182,9999,9999
23960,SKI.R          R.ALIAS LTD + AXM 100,,301,900,3,7103132182,9999,9999
23961,SKI.R          R.ALIAS ZIP+ZIP 100L,,257,750,3,7101131962,9999,9999
23962,BOTA HIKING J  HUSH PUPPIES SHIMMER,,235.75,520,1,6032537128,9999,9999
23963,BOTA HIKING J  HUSH PUPPIES SHIMMER,,235.75,520,1,6032537129,9999,9999
23964,BOTA HIKING J  HUSH PUPPIES SHIMMER,,235.75,520,1,6032537130,9999,9999
23965,BOTA HIKING J  HUSH PUPPIES SHIMMER,,235.75,520,1,6032537131,9999,9999
23966,BOTA HIKING J  HUSH PUPPIES SHIMMER,,235.75,520,1,6032537132,9999,9999
23967,BOTA HIKING J  HUSH PUPPIES SHIMMER,,235.75,520,1,6032537133,9999,9999
23968,BOTA HIKING J  HUSH PUPPIES SHIMMER,,235.75,520,1,6032537134,9999,9999
23969,BOTA HIKING J  HUSH PUPPIES SHIMMER,,235.75,520,1,6032537135,9999,9999
23970,BOTA HIKING J  HUSH PUPPIES SHIMMER,,235.75,520,1,6032537136,9999,9999
23971,BOTA HIKING J  HUSH PUPPIES SHIMMER,,235.75,520,1,6032537137,9999,9999
23972,BOTA HIKING J  HUSH PUPPIES SHIMMER,,235.75,520,1,6032537138,9999,9999
23973,BOTA HIKING J  HUSH PUPPIES RIGGS,,295.5,795,1,6032537228,9999,9999
23974,BOTA HIKING J  HUSH PUPPIES RIGGS,,295.5,795,1,6032537229,9999,9999
23975,BOTA HIKING J  HUSH PUPPIES RIGGS,,295.5,795,1,6032537230,9999,9999
23976,BOTA HIKING J  HUSH PUPPIES RIGGS,,295.5,795,1,6032537231,9999,9999
23977,BOTA HIKING J  HUSH PUPPIES RIGGS,,295.5,795,1,6032537232,9999,9999
23978,BOTA HIKING J  HUSH PUPPIES RIGGS,,295.5,795,1,6032537233,9999,9999
23979,BOTA HIKING J  HUSH PUPPIES RIGGS,,295.5,795,1,6032537234,9999,9999
23980,BOTA HIKING J  HUSH PUPPIES RIGGS,,295.5,795,1,6032537235,9999,9999
23981,BOTA HIKING J  HUSH PUPPIES RIGGS,,295.5,795,1,6032537236,9999,9999
23982,BOTA HIKING J  HUSH PUPPIES RIGGS,,295.5,795,1,6032537237,9999,9999
23983,BOTA HIKING J  HUSH PUPPIES RIGGS,,295.5,795,1,6032537238,9999,9999
23984,BOTA HIKING A  MERREL CALIA,,523.8,1100,1,0603252036.5.,9999,9999
23985,BOTA HIKING A  MERREL CALIA,,523.8,1100,1,0603252037.0.,9999,9999
23986,BOTA HIKING A  MERREL CALIA,,523.8,1100,1,0603252037.5.,9999,9999
23987,BOTA HIKING A  MERREL CALIA,,523.8,1100,1,0603252038.0.,9999,9999
23988,BOTA HIKING A  MERREL CALIA,,523.8,1100,1,0603252038.5.,9999,9999
23989,BOTA HIKING A  MERREL CALIA,,523.8,1100,1,0603252039.0.,9999,9999
23990,CAMPERA    B   T.ESP THERMOSOFT MEN,,847.5,1695,1,090317350CXS.,9999,9999
23991,CAMPERA    B   T.ESP THERMOSOFT MEN,,847.5,1695,1,090317350M...,9999,9999
23992,CAMPERA    B   T.ESP THERMOSOFT MEN,,847.5,1695,1,090317350L...,9999,9999
23993,CAMPERA    B   T.ESP THERMOSOFT MEN,,847.5,1695,1,090317350XL..,9999,9999
23994,CAMPERA    B   T.ESP THERMOSOFT MEN,,847.5,1695,1,090317350XXL.,9999,9999
23995,CAMPERA    A   T.ESP THERMOSOFT LADY,,745,1490,1,090317351BXS.,9999,9999
23996,CAMPERA    A   T.ESP THERMOSOFT LADY,,745,1490,1,090317351CXS.,9999,9999
23997,CAMPERA    A   T.ESP THERMOSOFT LADY,,745,1490,1,090317351M...,9999,9999
23998,CAMPERA    A   T.ESP THERMOSOFT LADY,,745,1490,1,090317351L...,9999,9999
23999,CAMPERA    J   T.ESP THERMOSOFT JR,,697.5,1395,1,090317352BXS.,9999,9999
24000,CAMPERA    J   T.ESP THERMOSOFT JR,,697.5,1395,1,090317352CXS.,9999,9999
24001,CAMPERA    J   T.ESP THERMOSOFT JR,,697.5,1395,1,090317352M...,9999,9999
24002,CAMPERA    J   T.ESP THERMOSOFT JR,,697.5,1395,1,090317352L...,9999,9999
24003,BOTA HIKING B  MERREL ZERMATT GTX,,977.5,2150,1,0603252398.5.,9999,9999
24004,BOTA HIKING B  MERREL ZERMATT GTX,,977.5,2150,1,0603252399.0.,9999,9999
24005,BOTA HIKING B  MERREL ZERMATT GTX,,977.5,2150,1,0603252399.5.,9999,9999
24006,BOTA HIKING B  MERREL ZERMATT GTX,,977.5,2150,1,6032523910,9999,9999
24007,BOTA HIKING B  MERREL ZERMATT GTX,,977.5,2150,1,6032523911,9999,9999
24008,BOTA HIKING B  MERREL ZERMATT GTX,,977.5,2150,1,6032523911,9999,9999
24009,CAMPERA    J   BANDIT,,540,1090,1,090300680T.10,9999,9999
24010,CAMPERA    J   BANDIT,,540,1090,1,090300680T.12,9999,9999
24011,CAMPERA    J   BANDIT,,540,1090,1,090300680T.14,9999,9999
24012,CAMPERA    J   BANDIT,,540,1090,1,090300680T.6.,9999,9999
24013,CAMPERA    J   BANDIT,,540,1090,1,090300680T.8.,9999,9999
24014,CAMPERA    B   DUKE ONE THERMOBLOCK,,647.5,1295,1,090317340CXS.,9999,9999
24015,CAMPERA    B   DUKE ONE THERMOBLOCK,,647.5,1295,1,090317340M...,9999,9999
24016,CAMPERA    B   DUKE ONE THERMOBLOCK,,647.5,1295,1,090317340L...,9999,9999
24017,CAMPERA    B   DUKE ONE THERMOBLOCK,,647.5,1295,1,090317340XL..,9999,9999
24018,CAMPERA    J   DUKE REVER,,747.5,1495,1,090317383T.10,9999,9999
24019,CAMPERA    J   DUKE REVER,,747.5,1495,1,090317383T.12,9999,9999
24020,CAMPERA    J   DUKE REVER,,747.5,1495,1,090317383T.14,9999,9999
24021,CAMPERA    J   DUKE REVER,,747.5,1495,1,090317383T.16,9999,9999
24022,BOTA HIKING A  MERREL CHAMELEON ARC WP,,800,1680,1,0603252046.0.,9999,9999
24023,BOTA HIKING A  MERREL CHAMELEON ARC WP,,800,1680,1,0603252046.5.,9999,9999
24024,BOTA HIKING A  MERREL CHAMELEON ARC WP,,800,1680,1,0603252047.0.,9999,9999
24025,BOTA HIKING A  MERREL CHAMELEON ARC WP,,800,1680,1,0603252047.5.,9999,9999
24026,BOTA HIKING A  MERREL CHAMELEON ARC WP,,800,1680,1,0603252048.0.,9999,9999
24027,BOTA HIKING A  MERREL CHAMELEON ARC WP,,800,1680,1,0603252048.5.,9999,9999
24028,BOTA HIKING A  MERREL CHAMELEON ARC WP,,800,1680,1,0603252049.0.,9999,9999
24029,CAMPERA    A   DUKE FAGNANO,,1490,2980,1,090317322CXS.,9999,9999
24030,CAMPERA    A   DUKE FAGNANO,,1490,2980,1,090317322M...,9999,9999
24031,CAMPERA    A   DUKE FAGNANO,,1490,2980,1,090317322L...,9999,9999
24032,CAMPERA    A   DUKE FAGNANO,,1490,2980,1,090317322XL..,9999,9999
24033,CAMPERA    A   DUKE FAGNANO,,1490,2980,1,090317322XXL.,9999,9999
24034,CAMPERA    B   DUKE LACAR,,1125,2250,1,090317341CXS.,9999,9999
24035,CAMPERA    B   DUKE LACAR,,1125,2250,1,090317341M...,9999,9999
24036,CAMPERA    B   DUKE LACAR,,1125,2250,1,090317341L...,9999,9999
24037,CAMPERA    B   DUKE LACAR,,1125,2250,1,090317341XL..,9999,9999
24038,BOTA.SNOW      BURTON JET,,1388,320,1,0613148109.5.,9999,9999
24039,BOTA.SNOW      BURTON JET,,1388,320,1,6131481010,9999,9999
24040,BOTA.SNOW      BURTON JET,,1388,320,1,6131481011,9999,9999
24041,BOTA.SNOW      BURTON JET,,1388,320,1,6131481011,9999,9999
24042,BOTA.SNOW      BURTON JET,,1388,320,1,6131481012,9999,9999
24043,BOTA.SNOW      BURTON JET,,1388,320,1,6131481012,9999,9999
24044,BOTA.SNOW      BURTON JET,,1388,320,1,0613148109.0.,9999,9999
24045,FIJ.SNOW   ZBS BURTON CUSTOM EST.,,1527,350,1,190314809BURT,9999,9999
24046,BOTA.R         ROSSIGNOL SYNERGY SEN.110,,242,720,3,6121308226,9999,9999
24047,BOLSO SNOWBOARD BURTON WISE FULL PRINT,,350,790,1,047314805BURT,9999,9999
24048,BOTA HIKING B  HUSH PUPPIES HOBBES,,572.73,1260,1,6032534040,9999,9999
24049,BOTA HIKING B  HUSH PUPPIES HOBBES,,572.73,1260,1,6032534041,9999,9999
24050,BOTA HIKING B  HUSH PUPPIES HOBBES,,572.73,1260,1,6032534042,9999,9999
24051,BOTA HIKING B  HUSH PUPPIES HOBBES,,572.73,1260,1,6032534043,9999,9999
24052,BOTA HIKING B  HUSH PUPPIES HOBBES,,572.73,1260,1,6032534044,9999,9999
24053,BOTA HIKING B  HUSH PUPPIES HOBBES,,572.73,1260,1,6032534045,9999,9999
24054,PPANTALON  TA  DESCENTE SOFTSHELL,,620,1495,1,615300871BXS.,9999,9999
24055,PPANTALON  TA  DESCENTE SOFTSHELL,,620,1495,1,615300871CXS.,9999,9999
24056,PPANTALON  TA  DESCENTE SOFTSHELL,,620,1495,1,615300871M...,9999,9999
24057,PPANTALON  TA  DESCENTE SOFTSHELL,,620,1495,1,615300871L...,9999,9999
24058,PPANTALON  TA  DESCENTE SOFTSHELL,,620,1495,1,615300871XL..,9999,9999
24059,BUZOS CAMPERA  B DUKE THERMOTEX BIPOLAR,,590,1190,1,071317338CXS.,9999,9999
24060,BUZOS CAMPERA  B DUKE THERMOTEX BIPOLAR,,590,1190,1,071317338M...,9999,9999
24061,BUZOS CAMPERA  B DUKE THERMOTEX BIPOLAR,,590,1190,1,071317338L...,9999,9999
24062,BUZOS CAMPERA  B DUKE THERMOTEX BIPOLAR,,590,1190,1,071317338XL..,9999,9999
24063,BUZOS CAMPERA  B DUKE THERMOTEX BIPOLAR,,590,1190,1,071317338XXL.,9999,9999
24064,CASCO          ROSSIGNOL B SQUAD,,118,320,3,1.12E+12,9999,9999
24065,CASCO          ROSSIGNOL B SQUAD,,118,320,3,1.12E+12,9999,9999
24066,CASCO          ROSSIGNOL B SQUAD,,118,320,3,1.12E+12,9999,9999
24067,CASCO          ROSSIGNOL B SQUAD,,118,320,3,1.12E+12,9999,9999
24068,CASCO          ROSSIGNOL Z13,,118,320,3,1.12E+12,9999,9999
24069,CASCO          ROSSIGNOL Z13,,118,320,3,1.12E+12,9999,9999
24070,CASCO          ROSSIGNOL Z13,,118,320,3,1.12E+12,9999,9999
24071,CASCO          ROSSIGNOL Z13,,118,320,3,1.12E+12,9999,9999
24072,CASCO          ROSSIGNOL ATTRAXION CROCO,,100,270,3,1.12E+12,9999,9999
24073,CASCO          ROSSIGNOL ATTRAXION,,93,250,3,1.12E+12,9999,9999
24074,CASCO          ROSSIGNOL ATTRAXION,,93,250,3,1.12E+12,9999,9999
24075,CASCO          ROSSIGNOL CENTURY,,93,250,3,1.12E+12,9999,9999
24076,CASCO          ROSSIGNOL CENTURY,,93,250,3,1.12E+12,9999,9999
24077,CASCO          ROSSIGNOL CENTURY,,93,250,3,1.12E+12,9999,9999
24078,CASCO          ROSSIGNOL CENTURY,,93,250,3,1.12E+12,9999,9999
24079,CASCO          ROSSIGNOL SAPHIR,,93,250,3,1.12E+12,9999,9999
24080,CASCO          ROSSIGNOL SAPHIR,,93,250,3,1.12E+12,9999,9999
24081,CASCO          ROSSIGNOL SAPHIR,,93,250,3,1.12E+12,9999,9999
24082,CASCO          ROSSIGNOL SAPHIR,,93,250,3,1.12E+12,9999,9999
24083,CASCO          ROSSIGNOL STRATO,,93,250,3,1.12E+12,9999,9999
24084,CASCO          ROSSIGNOL STRATO,,93,250,3,1.12E+12,9999,9999
24085,CASCO          ROSSIGNOL STRATO,,93,250,3,1.12E+12,9999,9999
24086,CASCO          ROSSIGNOL STRATO,,93,250,3,1.12E+12,9999,9999
24087,CASCO          ROSSIGNOL STRATO,,93,250,3,1.12E+12,9999,9999
24088,CASCO          ROSSIGNOL TOXIC S 6 PRO,,80,220,3,1.12E+12,9999,9999
24089,CASCO          ROSSIGNOL TOXIC S 6 PRO,,80,220,3,1.12E+12,9999,9999
24090,CASCO          ROSSIGNOL TOXIC S 6 PRO,,80,220,3,1.12E+12,9999,9999
24091,CASCO          ROSSIGNOL TOXIC S 6 PRO,,80,220,3,1.12E+12,9999,9999
24092,CASCO          ROSSIGNOL TOXIC S 6 PRO,,80,220,3,1.12E+12,9999,9999
24093,CASCO          ROSSIGNOL RADICAL JR.,,56,150,3,1.12E+12,9999,9999
24094,CASCO          ROSSIGNOL RADICAL JR.,,56,150,3,1.12E+12,9999,9999
24095,CASCO          ROSSIGNOL RADICAL JR.,,56,150,3,1.12E+12,9999,9999
24096,CASCO          ROSSIGNOL RADICAL JR.,,56,150,3,1.12E+12,9999,9999
24097,BOTA.R         ROSSIGNOL R 78 RTL,,110,300,3,6131318724,9999,9999
24098,BOTA.R         ROSSIGNOL R 78 RTL,,110,300,3,6131318725,9999,9999
24099,BOTA.R         ROSSIGNOL R 78 RTL,,110,300,3,6131318725,9999,9999
24100,BOTA.R         ROSSIGNOL R 78 RTL,,110,300,3,6131318726,9999,9999
24101,BOTA.R         ROSSIGNOL R 78 RTL,,110,300,3,6131318726,9999,9999
24102,BOTA.R         ROSSIGNOL R 78 RTL,,110,300,3,6131318727,9999,9999
24103,BOTA.R         ROSSIGNOL R 78 RTL,,110,300,3,6131318728,9999,9999
24104,BOTA.R         ROSSIGNOL R 78 RTL,,110,300,3,6131318728,9999,9999
24105,BOTA.R         ROSSIGNOL R 78 RTL,,110,300,3,6131318729,9999,9999
24106,BOTA.R         ROSSIGNOL R 78 RTL,,110,300,3,6131318729,9999,9999
24107,SKI.R          R.ATTR.LTD WTPI2+SAPH 90,,286,850,3,7103132221,9999,9999
24108,SKI.R          R.ATTR.LTD WTPI2+SAPH 90,,286,850,3,7103132222,9999,9999
24109,SKI.R          R.STORM + AXM 110 XL,,351,950,3,7103132232,9999,9999
24110,SKI.R          R.BANDIT SC96 OPEN+AXM120,,557,1500,3,7103132242,9999,9999
24111,SKI.R          ROSSIGNOL ZS LTD OPEN,,143,460,3,7103132251,9999,9999
24112,SKI.R          ROSSIGNOL ZS LTD OPEN,,143,460,3,7103122252,9999,9999
24113,SKI.R          ROSSIGNOL ZS LTD OPEN,,143,460,3,7103122252,9999,9999
24114,SKI.R          ROSSIGNOL ZS LTD OPEN,,143,460,3,7103122252,9999,9999
24115,SKI.R          R.ZX 3D + AXM 100 TPI2,,286,850,3,7102132072,9999,9999
24116,SKI.R          ROSSIGNOL ZS LTD OPEN,,143,460,3,7103132252,9999,9999
24117,BOTA.R         ROSSIGNOL EXALT X RTL,,155,450,3,6101313627,9999,9999
24118,BOTA.SNOW      ROSSIGNOL ALLEY BOA,,172,490,3,6111316026,9999,9999
24119,BOTA.R         ROSSIGNOL BANDIT B 14,,229,650,3,6181311531,9999,9999
24120,GORROS     I   89105/N-S/4029,,32.98,95,1,235303501UNIC,9999,9999
24121,GUMANOPLA  J   S.CONTROL 6351/6930,,85,220,1,245503502L...,9999,9999
24122,CAMPERA    B   DUKE MASCARDI,,1450,2900,1,090317345CXS.,9999,9999
24123,CAMPERA    B   DUKE MASCARDI,,1450,2900,1,090317345M...,9999,9999
24124,CAMPERA    B   DUKE MASCARDI,,1450,2900,1,090317345L...,9999,9999
24125,CAMPERA    B   DUKE MASCARDI,,1450,2900,1,090317345XL..,9999,9999
24126,CAMPERA    B   DUKE MASCARDI,,1450,2900,1,090317345XXL.,9999,9999
24127,CASCO          BULA VS 202,,445,980,1,013325801V202,9999,9999
24128,CASCO          BULA VS 618,,660,1450,1,013325803V618,9999,9999
24129,CASCO          BULA VS 616,,520,1150,1,013325802V616,9999,9999
24130,CASCO          BULA VS 666,,700,1550,1,013325804V666,9999,9999
24131,ANTIPARRA      BULA SKG ROSA DAMA,,400,890,1,112325801SKGR,9999,9999
24132,ANTIPARRA      BULA SKG 31 JR.,,400,890,1,112325802KG31,9999,9999
24133,ANTIPARRA      BULA SKG 40,,400,890,1,112325803KG40,9999,9999
24134,ANTIPARRA      BULA SKG 36,,445,980,1,112325804KG36,9999,9999
24135,ANTIPARRA      BULA SKG 55,,445,980,1,112325805KG55,9999,9999
24136,ANTIPARRA      BULA SKG 25,,520,1150,1,112325806KG25,9999,9999
24137,ANTIPARRA      BULA SKG 26,,500,1090,1,112325807KG26,9999,9999
24138,ANTIPARRA      BULA SKG 23,,677,1490,1,112325808KG23,9999,9999
24139,CAPA           BULA COSTURAS TERMOSELL.,,225,490,1,099325801BULA,9999,9999
24140,PITA           HARDCORD SNOWBOARD,,20,66,1,603305201HCRD,9999,9999
24141,ANTEOJOS       RUSTY STOKED,,300,750,1,012304002STOK,9999,9999
24142,ANTEOJOS       RUSTY CONTRAST,,290,720,1,012304003CONT,9999,9999
24143,VESTIDO        BENKA,,80,160,1,796300930BENK,9999,9999
24144,RAQUETA TENIS  WILSON US OPEN WRT 5522,,360,765,1,654822900WILS,9999,9999
24145,RAQUETA        YONEX RQ SPEED,,300,655,1,645822910YONE,9999,9999
24146,HELADERA       SPINIT OASIS 34 LTS,,188.84,420,1,26530886534LT,9999,9999
24147,TERMO          SPINIT OASIS 2.5 LT,,55.33,140,1,7323088672.5L,9999,9999
24148,CANTIMPLORA    SPINIT C/FDA-BOLS. 1LT,,42.45,105,1,0803086631.0L,9999,9999
24149,CANTIMPLORA    SPINIT C/FDA 1 LT 52010,,60.61,150,1,0803086641.0L,9999,9999
24150,MESA           SPINIT TAPA PLAST.52080,,336.56,740,1,4.59E+12,9999,9999
24151,MOCHILA        SPINIT RE101 20LTS,,131.51,320,1,46430867225LT,9999,9999
24152,BOTA HIKING B  INOV ROCLITE 312 GTX,,106,223,2,0604247088.0.,9999,9999
24153,BOTA HIKING B  INOV ROCLITE 312 GTX,,106,223,2,0604247088.5.,9999,9999
24154,BOTA HIKING B  INOV ROCLITE 312 GTX,,106,223,2,0604247089.0.,9999,9999
24155,BOTA HIKING B  INOV ROCLITE 312 GTX,,106,223,2,0604247089.5.,9999,9999
24156,BOTA HIKING B  INOV ROCLITE 312 GTX,,106,223,2,6042470810,9999,9999
24157,BOTA HIKING B  INOV ROCLITE 312 GTX,,106,223,2,6042470811,9999,9999
24158,BOTA HIKING B  INOV ROCLITE 312 GTX,,106,223,2,6042470811,9999,9999
24159,BOTA HIKING B  INOV ROCLITE 312 GTX,,106,223,2,6042470812,9999,9999
24160,BOTA HIKING B  INOV ROCLITE 312 GTX,,106,223,2,6042470812,9999,9999
24161,BOTA HIKING A  INOV ROCLITE 268,,95,200,2,0604247095.0.,9999,9999
24162,BOTA HIKING A  INOV ROCLITE 268,,95,200,2,0604247095.5.,9999,9999
24163,BOTA HIKING A  INOV ROCLITE 268,,95,200,2,0604247096.0.,9999,9999
24164,BOTA HIKING A  INOV ROCLITE 268,,95,200,2,0604247096.5.,9999,9999
24165,BOTA HIKING A  INOV ROCLITE 268,,95,200,2,0604247097.0.,9999,9999
24166,BOTA HIKING A  INOV ROCLITE 268,,95,200,2,0604247097.5.,9999,9999
24167,BRUJULA        WATER MC45-5C,,51,120,1,065412032MAPA,9999,9999
24168,SOMBRILLA      WATER HUM 2108,,358,795,1,7.17E+12,9999,9999
24169,SOMBRERO   V   WATERDOG 510,,98,220,1,7.14E+11,9999,9999
24170,LINTERNA       NITROLITE WOL H12+2,,100,220,1,408408346H122,9999,9999
24171,LINTERNA       NITROLITE WOL H18+2,,105,230,1,408408347H182,9999,9999
24172,LINTERNA       NITROLITE KWP 3021,,47,95,1,4.08E+12,9999,9999
24173,FAROL          NITROLITE FBC 7824,,256.91,570,1,1.84E+12,9999,9999
24174,FAROL          WATER WOL-L001,,149.35,330,1,184412002L001,9999,9999
24175,FAROL          WATER WOL-L004,,253.16,550,1,184412003L004,9999,9999
24176,FAROL          WATER WOL-L006,,289.06,640,1,184412004L006,9999,9999
24177,FAROL          WATER WOL-L008,,156.94,350,1,184412005L008,9999,9999
24178,CARPA          NATWAY BAHIA,,868.14,1895,1,105412038PLAY,9999,9999
24179,BOLSA DE DORMIR WATER ALPAX 350,,648.03,1430,1,045412038-8..,9999,9999
24180,PELOTA FUTBOL  PENALTY JUVENIL,,120,297,1,583422965N.5.,9999,9999
24181,BOLSO          GILBERT V2 ON WHEELS,,590,1425,1,046422902GILB,9999,9999
24182,CALZA TEC  B   GILBERT LEGGING,,180,435,1,082422945CXS.,9999,9999
24183,CALZA TEC  B   GILBERT LEGGING,,180,435,1,082422945M...,9999,9999
24184,CALZA TEC  B   GILBERT LEGGING,,180,435,1,082422945L...,9999,9999
24185,CALZA TEC  B   GILBERT LEGGING,,180,435,1,082422945XL..,9999,9999
24186,CALZA TEC  B   GILBERT LEGGING,,180,435,1,082422945XXL.,9999,9999
24187,ANTEOJOS       RUSTY BEAUTY POLARIZADO,,338,820,1,012404067BEAP,9999,9999
24188,ANTEOJOS       RUSTY THE MAKER,,309,750,1,012404068MAKE,9999,9999
24189,CAMISE TEC B   GILBERT TERMOSHIRT,,130,325,1,088422945CXS.,9999,9999
24190,CAMISE TEC B   GILBERT TERMOSHIRT,,130,325,1,088422945M...,9999,9999
24191,CAMISE TEC B   GILBERT TERMOSHIRT,,130,325,1,088422945L...,9999,9999
24192,CAMISE TEC B   GILBERT TERMOSHIRT,,130,325,1,088422945XL..,9999,9999
24193,CAMISE TEC B   GILBERT TERMOSHIRT,,130,325,1,088422945XXL.,9999,9999
24194,BOTELLA        GILBERT 0.70 LTS.,,14,39,1,063422901GILB,9999,9999
24195,PELOTA RUGBY   GILBERT MATCH OMEGA,,190,462,1,583422947RUGB,9999,9999
24196,ACCESORIOS     GILBERT PROT.BUCAL RAZOR,,45,105,1,010422913GILB,9999,9999
24197,ACCESORIOS     GILBERT TEE TELESCOPIC,,60,154,1,010422914GILB,9999,9999
24198,ACCESORIOS     GILBERT TEE ABT AJUSTABLE,,55,132,1,010422915GILB,9999,9999
24199,ACCESORIOS     GILBERT TEE 450 PRECISION,,40,105,1,010422916GILB,9999,9999
24200,ACCESORIOS     GILBERT TEE 320 PRECISION,,35,88,1,010422917GILB,9999,9999
24201,PELOTA VOLEY   WILSON AVP,,110,275,1,583422971WILS,9999,9999
24202,PELOTA NFL     WILSON FUTBOL AMERICANO,,99,264,1,583422972WILS,9999,9999
24203,RAQUETA        STIGA PING PONG,,199,484,1,654422950STIG,9999,9999
24204,JUEGOS         SET CLASSIC PAL/RED P.PON,,139,325,1,363422951STIG,9999,9999
24205,JUEGOS         SET VORTEX PAL/RED P.PONG,,195,473,1,363422952STIG,9999,9999
24206,JUEGOS         RED CLIP-ON PING PONG,,150,363,1,363422953STIG,9999,9999
24207,JUEGOS         MESA P.PONG STIGA TRIUMPH,,2150,4620,1,363422901STIG,9999,9999
24208,SILLON         SPINIT DIRECTOR 52078/9,,251.28,595,1,708408661SPIN,9999,9999
