ID,NOMBRE,DESCRIPCION,COSTO,PRECIO,FK_MON,CODIGO,FK_PROV,FK_MARCA
345,SKI.Y     PR 4 SALOMON X-FREE 700 1.73,,148,275,2,7068,9999,9999
346,SKI.Y     1.85 SALOMON X-FREE 09,,260,395,2,7085,9999,9999
347,FIJACION   SA  SALOMON S 900 EQU.ALI2000,,150,150,2,4600,9999,9999
348,FIJACION   SA  SALOMON S 900 EQ.ALIU.CAR,,150,180,2,4601,9999,9999
349,FIJACION   SA  SALOMON S 900 EQ.AXE +,,160,150,2,4606,9999,9999
350,CAMPERA    C   COLUMBIA THROTTLER SHELL,,225,450,2,3878,9999,9999
351,ENTERITO   J   HUMMER MINI 3000 10/14,,75,150,2,4541,9999,9999
352,BOTA APRESKI J KHOMBU TROOP YOUTH,,32.9,75,2,1598,9999,9999
353,CAMISETA   J   PATAGONIA,,37.5,75,2,6465,9999,9999
354,CAMPERA    A   GOONDY WINDY OHF 301,,190,890,2,4115,9999,9999
355,CAMPERA    A   GOONDY WINDY OHF 302,,350,890,1,4116,9999,9999
356,CAMPERA    C   GOONDY WINDY OHH 201,,350,890,1,4117,9999,9999
357,CAMPERA    C   GOONDY WINDY OHH 202,,350,890,1,4118,9999,9999
358,CAMPERA    C   GOONDY WINDY OHH 203,,350,890,1,4119,9999,9999
359,CAMPERA    C   GOONDY WINDY OHH 207,,350,890,1,4120,9999,9999
360,MEDIAS     IL  WIGWAM TANDEM II,,24,48,2,5334,9999,9999
361,MEDIAS     IL  WIGWAM SNOWBOAR.ULTMX,,24,48,2,5335,9999,9999
362,PROTECTOR      NEUTROGENA MANOS HUMECTAN,,8.5,17,2,6142,9999,9999
363,SKI.GA    1.40 ROSSIGNOL T POWER SAPHIR,,235,350,2,6820,9999,9999
364,SKI.HA    1.40 ROSSIGNOL T POWER SAPHIR,,235,350,2,6851,9999,9999
365,SKI.LC    1.77 ROSSIGNOL CUT 9.9,,151,150,2,6899,9999,9999
366,FIJACION   RB  ROSSIGNOL AXL 120 PRO,,110,300,2,4585,9999,9999
367,FIJACION   RB  ROSSIGNOL AXL 120 TPLATE,,110,300,2,4586,9999,9999
368,PPANTALON  TA  COLUMBIA SUNRICE PEAK,,450,990,2,5912,9999,9999
369,GUANTES    A   ROSSIGNOL G T X,,86,1590,2,4946,9999,9999
370,SKI.ZI    1.61 ORIGINAL SIM NUMERIC,,197.5,395,2,7197,9999,9999
371,PPANTALON  TC  COLUMBIA AIR WARP,,450,950,2,5914,9999,9999
372,PROTECTOR      RAYITO DE SOL,,7.5,15,2,6149,9999,9999
373,PPJARDINERO TJ COLUMBIA BUGABIB 4/7,,125,250,2,6092,9999,9999
374,PPJARDINERO TJ COLUMBIA BUGABIB 8/16,,65,130,2,6093,9999,9999
375,CAMPERA    C   COLUMBIA BOULDER RIDGE,,197.5,395,2,3881,9999,9999
376,FIJACION   ZES ECO,,75,150,2,4645,9999,9999
377,GUANTES    PC  COLUMBIA WINTERTRAINER,,30,60,1,9689,9999,9999
378,MEDIAS     I   WIGWAM COMPETITION,,10,20,1,9734,9999,9999
379,MEDIAS     J   WIGWAM SKIN SKATE 3138,,15,30,1,9735,9999,9999
380,BUZOS CAMPERA  C NATURE NET,,35,0,2,9750,9999,9999
381,CAMPERA    B   NATURE NET MONTREAL SNOWB,,113,0,2,9753,9999,9999
382,CAMPERA    C   NATURE NET CARVING SKI,,400,990,1,9754,9999,9999
383,CAMPERA    C   NATURE NET CARV. BLOUSON,,400,990,1,9756,9999,9999
384,CAMPERA    J   NATURE NET RENO DOWN,,75,0,2,9757,9999,9999
385,ENTERITO   J   NATURE NET SNOWTEC,,120,1290,2,9759,9999,9999
386,BOTA.C   23    DOLOMITE CYB-X,,84.5,90,2,1884,9999,9999
387,ANTEOJOS       KILLER LOOP,,22.5,45,1,9747,9999,9999
388,MEDIAS     I   ROHNER ADULTO,,5,0,2,9771,9999,9999
389,MEDIAS     J   ROHNER,,5,0,2,9772,9999,9999
390,GUANTES    ZC  HUMMER SNOWBOARD X 660,,37.5,75,2,5041,9999,9999
391,PPANTALON  TC  NATURE NET M 5654 SNOWBOA,,80,0,2,9774,9999,9999
392,POLERAS    C   MEDICO C\CIERRE,,90,350,3,9776,9999,9999
393,CAMISETA   C   MEDICO C/LARGA,,17,40,3,9777,9999,9999
394,SKI.ZS         SALOMON SNOWBOARD,,176,300,2,9778,9999,9999
395,SKI.Y     PR   SALOMON X-FREE 08,,224,250,2,9780,9999,9999
396,SKI.Y     PR   SALOMON X-FREE 08 LITE,,224,250,3,9781,9999,9999
397,GORROS     I   NORDICA S4 072/081,,15,30,1,9786,9999,9999
398,GORROS     I   USA,,15,30,1,9789,9999,9999
399,BUZO       J   POLAR S.C.,,115,230,1,9825,9999,9999
400,GORROS     IJ  ROCKY 89105 S.C.,,15,30,1,9826,9999,9999
401,POLERAS    C   MEDICO S\CIERRE,,90,350,2,9782,9999,9999
402,GUANTES    C   NATURE NET,,22.5,0,2,9784,9999,9999
403,CAMPERA    C   TIMBER FRCOAT,,90,180,2,4122,9999,9999
404,SHORT          NO FEAR FROZE,,37.5,0,2,6568,9999,9999
405,CAMISA     B   COLUMBIA ELKHORN L/S,,47.5,95,2,3707,9999,9999
406,CHALECO    C   COLUMBIA HENRY'S FORK,,115,230,2,4279,9999,9999
407,BERMUDA        COLUMBIA TREKKER,,115,230,2,6634,9999,9999
408,PPANTALON  AC  COLUMBIA SAWTOOTH,,35,70,2,5716,9999,9999
409,LINTERNA       MAGLITE S2DO15,,36,87,1,407717101MAGL,9999,9999
410,LINTERNA       MAGLITE M2A01L,,20.98,50,1,407717103MAGL,9999,9999
411,SHORT          NO FEAR LUSH,,15,0,2,6560,9999,9999
412,CARPA          WATERDOG EXPLORER,,186.58,420,2,4248,9999,9999
413,CHEMISE        COLUMBIA IBEX POLO,,1.13,2,2,4302,9999,9999
414,CAMPERA    A   K-WAY 2000 9086,,49.41,98,2,4145,9999,9999
415,LINTERNA       NORTHLAND 80535,,16.5,33,2,5177,9999,9999
416,LINTERNA       NORTHLAND 80540,,16.5,33,2,5180,9999,9999
417,BERMUDA        COLUMBIA CHIP,,115,230,2,6638,9999,9999
418,PPANTALON  AA  COLUMBIA CHINO,,75,250,1,5719,9999,9999
419,GUANTE NAUTICO HO PRO-GRIP,,29.9,40,2,4904,9999,9999
420,SALVAVIDAS     HO PROMO 4 TIRAS,,225,450,2,6484,9999,9999
421,TRIANGULO      HO ACCURATE DELUXE,,18.5,30,2,7400,9999,9999
422,CUBREMOCHILA   DOITE L,,12.5,25,2,4383,9999,9999
423,SANDALIA.J     HI-TEC SAVU,,25,50,2,5394,9999,9999
424,TERMO          THERMOS 1.5 L,,68.18,150,1,7394,9999,9999
425,HELADERA       THERMOS PERSONAL 9 QT,,179.55,395,2,5114,9999,9999
426,SHORT          NO FEAR BOAR-DIAMON/SWEAL,,99,198,2,6558,9999,9999
427,SHORT          MAX,,37.5,0,2,6550,9999,9999
428,CAMPERA    B   AIGLE JOWOOD S/POLAR,,975,0,3,3808,9999,9999
429,GORROS     V   KANGOL 504 TROPIC,,15,30,1,4751,9999,9999
430,SOMBRERO   V   KANGOL COTTON LAHINCH,,16,16,2,7284,9999,9999
431,SOMBRERO       MAX FISHING HUT,,37.5,75,1,9830,9999,9999
432,SOMBRERO       MAX AUSTRALIAN HUT,,37.5,75,1,9831,9999,9999
433,MEDIAS     IL  WIGWAM SUB-ZERO,,16.5,33,2,5319,9999,9999
434,VENTAS         3 RICARDO ROJAS,,0,0,1,7982,9999,9999
435,PUBLICIDAD     CANJE,,0,2100,1,7983,9999,9999
436,VENTAS         3 PARAGUAY,,0,542,1,7984,9999,9999
437,VENTAS         3 EURO SHOP,,0,4454.4,1,7981,9999,9999
438,CAMPERA    A   COLUMBIA PILE RANGER,,125,250,2,3856,9999,9999
439,CAMPERA    C   COLUMBIA POWDER SCOUT,,550,1100,2,3874,9999,9999
440,CAMPERA    C   COLUMBIA PILE RANGER,,225,450,2,3872,9999,9999
441,CAMPERA    C   COLUMBIA REBEL RELEASE,,375,750,2,3877,9999,9999
442,PPANTALON  TCS COLUMBIA AIRSCRAPER,,185,370,2,5913,9999,9999
443,CAMPERA    A   COLUMBIA DOUBLE PLAY,,135,270,2,3857,9999,9999
444,BOTA HIKING A  SALOMON POWDERCLOG,,47.9,150,2,1708,9999,9999
445,CAMPERA    A   COLUMBIA FIRE RIDGE,,197.5,395,2,3858,9999,9999
446,CAMPERA    A   COLUMBIA MISTY RIDGE,,375,750,2,033100001BXS.,9999,9999
447,CAMPERA    A   COLUMBIA MISTY RIDGE,,375,750,2,033100001CXS.,9999,9999
448,CAMPERA    A   COLUMBIA MISTY RIDGE,,375,750,2,033100001M...,9999,9999
449,CAMPERA    C   COLUMBIA BALLISTIC,,947.5,1895,2,033100016CXS.,9999,9999
450,CAMPERA    C   COLUMBIA BALLISTIC,,947.5,1895,2,033100016M...,9999,9999
451,CAMPERA    C   COLUMBIA BALLISTIC,,947.5,1895,2,033100016XL..,9999,9999
452,CAMPERA    C   COLUMBIA ICE DRAGON,,947.5,1895,2,033100017CXS.,9999,9999
453,CAMPERA    C   COLUMBIA ICE DRAGON,,947.5,1895,2,033100017M...,9999,9999
454,CAMPERA    C   COLUMBIA ICE DRAGON,,947.5,1895,2,033100017L...,9999,9999
455,CAMPERA    C   COLUMBIA ICE DRAGON,,947.5,1895,2,033100017XL..,9999,9999
456,CAMPERA    C   COLUMBIA NORDIC RIM,,215,430,2,033100018M...,9999,9999
457,CAMPERA    C   COLUMBIA BOULDER RIDGE,,197.5,395,2,033100019M...,9999,9999
458,CAMPERA    C   COLUMBIA BOULDER RIDGE,,225,450,2,033100019XL..,9999,9999
459,CAMPERA    J   COLUMBIA CALAMACHLE,,43.74,108,2,34100001012,9999,9999
460,CAMPERA    J   COLUMBIA CALAMACHLE,,43.74,108,2,34100001416,9999,9999
461,CAMPERA    C   COLUMBIA H.FIRE RIDGE,,215,430,2,033100020L...,9999,9999
462,CAMPERA    C   COLUMBIA NORDIC RIM,,215,430,2,033100018BXS.,9999,9999
463,CAMPERA    C   COLUMBIA NORDIC RIM,,215,430,2,033100018L...,9999,9999
464,PPANTALON  TB  BOULDER GEAR PEAK SIDE,,85,170,2,141100046BXS.,9999,9999
465,PPANTALON  TB  BOULDER GEAR PEAK SIDE,,85,170,2,141100046CXS.,9999,9999
466,PPANTALON  TB  BOULDER GEAR PEAK SIDE,,85,187,2,141100046M...,9999,9999
467,PPANTALON  TB  BOULDER GEAR PEAK SIDE,,85,187,2,141100046L...,9999,9999
468,PPANTALON  TB  BOULDER GEAR PEAK SIDE,,85,170,2,141100046XL..,9999,9999
469,PPANTALON  TA  BOULDER GEAR PEAK SIDE,,75,150,2,141100045CXS.,9999,9999
470,PPANTALON  TA  BOULDER GEAR PEAK SIDE,,75,150,2,141100045M...,9999,9999
471,PPANTALON  TA  BOULDER GEAR PEAK SIDE,,75,150,2,141100045L...,9999,9999
472,PPANTALON  TJ  BOULDER GEAR,,356,890,2,1431000458...,9999,9999
473,PPANTALON  TJ  BOULDER GEAR,,356,890,2,14310004510..,9999,9999
474,PPANTALON  TJ  BOULDER GEAR,,356,890,2,14310004512..,9999,9999
475,PPANTALON  TC  KROBNER/OXBOW,,617,1350,2,14110003242..,9999,9999
476,PPANTALON  TC  KROBNER/OXBOW,,617,1350,2,14110003244..,9999,9999
477,PPANTALON  TC  KROBNER/OXBOW,,617,1350,2,14110003246..,9999,9999
478,PPANTALON  TC  KROBNER/OXBOW,,617,1350,2,14110003248..,9999,9999
479,PPANTALON  TC  KROBNER/OXBOW,,617,1350,2,14110003250..,9999,9999
480,PPANTALON  TC  KROBNER/OXBOW,,617,1350,2,14110003252..,9999,9999
481,PPANTALON  TC  KROBNER/SUPLEX,,617,1350,2,141100033BXS.,9999,9999
482,PPANTALON  TC  KROBNER/SUPLEX,,617,1350,2,141100033CXS.,9999,9999
483,PPANTALON  TC  KROBNER/SUPLEX,,617,1350,2,141100033M...,9999,9999
484,PPANTALON  TC  KROBNER/SUPLEX,,617,1350,2,141100033L...,9999,9999
485,PPANTALON  TC  KROBNER/SUPLEX,,617,1350,2,141100033ZXL.,9999,9999
486,PPANTALON  TB  KROBNER/OXBOW,,617,1350,2,14110003454..,9999,9999
487,PPANTALON  TB  KROBNER/OXBOW,,617,1350,2,14110003456..,9999,9999
488,PPANTALON  TB  KROBNER/OXBOW,,617,1350,2,14110003460..,9999,9999
489,CAMPERA    C   RIP CURL 6 CCJ CRUISER,,412.5,990,2,033100050L...,9999,9999
490,CAMPERA    C   RIP CURL 6 CCJ CRUISER,,412.5,990,2,033100050XL..,9999,9999
491,PPANTALON  TCS RIP CURL 6 CIP CORE,,412.5,1089,2,142100040CXS.,9999,9999
492,PPANTALON  TCS RIP CURL 6 CIP CORE,,412.5,1089,2,142100040M...,9999,9999
493,PPANTALON  TCS RIP CURL 6 CIP CORE,,412.5,1089,2,142100040L...,9999,9999
494,PPANTALON  TAS RIP CURL 6 CGP CORE,,412.5,1089,2,142100030L10.,9999,9999
495,PPANTALON  TAS RIP CURL 6 CGP CORE,,412.5,1089,2,142100030L12.,9999,9999
496,PPANTALON  TAS RIP CURL 6 CGP CORE,,412.5,1089,2,142100030L14.,9999,9999
497,CAMPERA    A   RIP CURL BETTY JAM 61 BJJ,,412.5,990,1,033100045L8..,9999,9999
498,CAMPERA    A   RIP CURL BETTY JAM 61 BJJ,,412.5,990,1,033100045L10.,9999,9999
499,CAMPERA    A   RIP CURL BETTY JAM 61 BJJ,,412.5,990,1,033100045L12.,9999,9999
500,CAMPERA    B   RIP CURL BIG AIR 61 BAJ,,412.5,990,2,033100051L...,9999,9999
501,CAMPERA    B   RIP CURL OUTBACK  61 OBJ,,412.5,990,1,033100052CXS.,9999,9999
502,CAMPERA    B   RIP CURL OUTBACK  61 OBJ,,412.5,990,1,033100052M...,9999,9999
503,CAMPERA    B   RIP CURL OUTBACK  61 OBJ,,412.5,990,1,033100052L...,9999,9999
504,CAMPERA    J   R.CURL KIDS BIG 61 KBJ,,412.5,1089,2,034100015K10.,9999,9999
505,CAMPERA    J   R.CURL KIDS BIG 61 KBJ,,412.5,1089,2,034100015K12.,9999,9999
506,CAMPERA    J   R.CURL KIDS BIG 61 KBJ,,412.5,990,2,034100015K14.,9999,9999
507,CAMPERA    J   R.CURL KIDS BIG 61 KBJ,,412.5,990,2,034100015K16.,9999,9999
508,PPANTALON  TAS RIP CURL BETTY S 61 BSP,,412.5,1089,1,142100031L8..,9999,9999
509,PPANTALON  TBS RIP CURL BIG AIR 61 BAP,,412.5,1089,1,142100041CXS.,9999,9999
510,PPANTALON  TBS RIP CURL BIG AIR 61 BAP,,412.5,1089,2,142100041L...,9999,9999
511,PPANTALON  TBS RIP CURL BIG AIR 61 BAP,,412.5,1089,1,142100041XL..,9999,9999
512,PPANTALON  TBS RIP CURL FAT HUCK 61 FHP,,412.5,1089,1,142100042CXS.,9999,9999
513,PPANTALON  TBS RIP CURL FAT HUCK 61 FHP,,412.5,1089,1,142100042M...,9999,9999
514,PPANTALON  TBS RIP CURL FAT HUCK 61 FHP,,412.5,1089,2,142100042L...,9999,9999
515,PPANTALON  TBS RIP CURL FAT HUCK 61 FHP,,412.5,1089,1,142100042XL..,9999,9999
516,PPANTALON  TJ  RIP CURL K CARGO 61 KRP,,329.17,869,1,143100015K12.,9999,9999
517,PPANTALON  TJ  RIP CURL K CARGO 61 KRP,,329.17,869,1,143100015K16.,9999,9999
518,PPANTALON  TA  COLUMBIA AIR WARP,,147.5,325,2,141100010BXS.,9999,9999
519,PPANTALON  TC  COLUMBIA BALLISTIC,,375,825,2,141100002M...,9999,9999
520,PPANTALON  TC  COLUMBIA BALLISTIC,,375,825,2,141100002L...,9999,9999
521,PPANTALON  TC  COLUMBIA BALLISTIC,,375,825,2,141100002XL..,9999,9999
522,PPANTALON  TC  COLUMBIA FIRE RIDGE,,225,495,2,141100003BXS.,9999,9999
523,PPANTALON  TC  COLUMBIA FIRE RIDGE,,225,495,2,141100003CXS.,9999,9999
524,PPANTALON  TC  COLUMBIA FIRE RIDGE,,185,407,2,141100003M...,9999,9999
525,BUZO       C   COLUMBIA HELVETIAN,,225,450,2,024100020M...,9999,9999
526,BUZO       C   COLUMBIA HELVETIAN,,225,450,2,024100020XXL.,9999,9999
527,BUZO       C   COLUMBIA ECHO LAKE,,225,450,2,024100021CXS.,9999,9999
528,BUZO       C   COLUMBIA ECHO LAKE,,225,450,1,024100021M...,9999,9999
529,PPJARDINERO TJ KROBNER,,306,695,2,147100030T2..,9999,9999
530,PPJARDINERO TJ KROBNER,,306,695,2,147100030T4..,9999,9999
531,PPJARDINERO TJ KROBNER,,306,695,2,147100030T6..,9999,9999
532,PPJARDINERO TJ KROBNER,,340,750,2,147100030T8..,9999,9999
533,PPJARDINERO TJ KROBNER,,340,750,2,147100030T10.,9999,9999
534,PPJARDINERO TJ KROBNER,,340,750,2,147100031T12.,9999,9999
535,PPJARDINERO TJ KROBNER,,340,750,2,147100031T14.,9999,9999
536,MOCHILA        NATURE NET OUTDOOR,,195,390,2,016100010....,9999,9999
537,BOLSO          NATURE NET CHICO,,197.5,0,1,013100010....,9999,9999
538,BOLSO SKI      NATURE NET X 2 GP,,225,0,2,018100011....,9999,9999
539,BOLSO SNOWBOARD NATURE NET,,225,0,2,019100012....,9999,9999
540,CAMPERA    C   COLUMBIA H.ICEFIELD,,947.5,1895,2,033100021BXS.,9999,9999
541,CAMPERA    C   COLUMBIA H.ICEFIELD,,947.5,1895,2,033100021CXS.,9999,9999
542,CAMPERA    C   COLUMBIA H.ICEFIELD,,947.5,1895,2,033100021M...,9999,9999
543,CAMPERA    C   COLUMBIA H.ICEFIELD,,947.5,1895,2,033100021L...,9999,9999
544,CAMPERA    J   COLUMBIA CARIBOU 2,,125,275,2,0341000028...,9999,9999
545,CAMPERA    J   COLUMBIA CARIBOU 2,,40.5,160,2,34100002012,9999,9999
546,CAMPERA    J   COLUMBIA CARIBOU 2,,125,275,2,34100002820,9999,9999
547,PPANTALON  TJ  COLUMBIA GRANITE,,135,297,2,1431000018...,9999,9999
548,PPANTALON  TJ  COLUMBIA GRANITE,,135,297,2,1.43E+11,9999,9999
549,PPANTALON  TJ  COLUMBIA GRANITE,,135,297,2,1.43E+11,9999,9999
550,PPANTALON  TC  COLUMBIA CRYSTAL RIDGE,,185,407,2,141100004L...,9999,9999
551,PPANTALON  TAS RIP CURL BETTY S 61 BSP,,412.5,1089,1,142100031L14.,9999,9999
552,ACCESORIO      BODY HEAT,,22.5,50,1,001100001....,9999,9999
553,SKI.Y     PR 5 SALOMON SERIE S,,275,350,2,9765,9999,9999
554,PPANTALON  TCS KROBNER SNOWBOARD,,617,1350,2,142100010XL..,9999,9999
555,PPANTALON  TCS KROBNER SNOWBOARD,,617,1350,2,142100010XXL.,9999,9999
556,PPANTALON  TCS KROBNER SNOWBOARD,,617,1350,2,142100010YXL.,9999,9999
557,PPANTALON  TJ  COLUMBIA FREESTYLE,,135,297,2,1431000028...,9999,9999
558,PPANTALON  TJ  COLUMBIA FREESTYLE,,135,297,2,1.43E+11,9999,9999
559,PPANTALON  TJ  COLUMBIA FREESTYLE,,135,297,2,1.43E+11,9999,9999
560,PPANTALON  TJ  COLUMBIA FREESTYLE,,135,297,2,1.43E+11,9999,9999
561,CAMPERA    J   COLUMBIA FIRE RIDGE,,90,180,2,0341000034.5.,9999,9999
562,CAMPERA    J   COLUMBIA FIRE RIDGE,,90,180,2,0341000036.7.,9999,9999
563,CAMPERA    J   COLUMBIA FIRE RIDGE,,115,230,2,34100003416,9999,9999
564,LIBROS         TURISMO ESTACIAS Y HOSTER,,14,31,1,9354,9999,9999
565,BOTA HIKING A  SALOMON EXIT MID 2000 W,,225,545,1,1061000123.5.,9999,9999
566,BOTA.S         SALOMON PERFORMA 4.0,,115,245,2,10910006125..,9999,9999
567,BOTA.S         SALOMON PERFORMA 4.0,,115,245,2,10910006130,9999,9999
568,BOTA.S         SALOMON EVOLUTION 6.0,,150,240,1,10910006225..,9999,9999
569,BOTA.S         SALOMON PERFORMA 660,,115,200,1,10910006332..,9999,9999
570,FIJACION   SB  SALOMON S 912 PE,,140,180,2,115100064A...,9999,9999
571,FIJACION   SB  SALOMON S 912 PS,,130,180,1,115100065B...,9999,9999
572,FIJACION   SD  SALOMON S 810 AXE,,200,145,1,115100062C...,9999,9999
573,FIJ.SNOW   ZSS SALOMON S 2 DARK,,95,180,1,117100061A...,9999,9999
574,SKI.Y          SALOMON SUPERAXE 7,,190,345,1,1551000612,9999,9999
575,SKI.YA         SALOMON VERSE 7,,245,390,1,1551000622,9999,9999
576,GUANTES    PA  SWANY POLAR,,140,350,2,120100001M...,9999,9999
577,GUANTES    PC  SWANY POLAR,,156,390,1,120100002CXS.,9999,9999
578,GUANTES    PC  SWANY POLAR,,156,390,1,120100002M...,9999,9999
579,GUANTES    PC  SWANY POLAR,,156,390,1,120100002XL..,9999,9999
580,CUELLOS    IP  T.N.F. POLAR,,19,42,2,112100001....,9999,9999
581,GUANTES    ZB  SWANY SNOWBOARD,,156,390,1,122100001CXS.,9999,9999
582,ANTEOJOS       OAKLEY TWENTY,,450,0,1,003100252IR..,9999,9999
583,ANTEOJOS       OAKLEY EYE JACKET,,450,1290,1,003100259IR..,9999,9999
584,ANTEOJOS       OAKLEY FIVES,,359.09,0,1,003100262IR..,9999,9999
585,ANTEOJOS       OAKLEY FOUR  NO/IRIDIUM,,61,0,2,003100264GR..,9999,9999
586,ESTUCHE        OAKLEY BALLISTIC LARGE,,68.18,150,1,050100010....,9999,9999
587,ESTUCHE        OAKLEY BALLISTIC CASE,,34.09,75,2,050100011....,9999,9999
588,CUELLOS    IP  OUTSIDE POLAR,,82,195,1,112100051....,9999,9999
589,GORRO CUELLO   OUTSIDE POLARTEC,,80,195,1,118100053....,9999,9999
590,GORROS     I   OUTSIDE ALPINO,,97,250,1,118100052....,9999,9999
591,GUMANOPLA. PJ  OUTSIDE POLAR,,53,120,1,126100051T1..,9999,9999
592,GUMANOPLA. PJ  OUTSIDE POLAR,,53,120,1,126100051T2..,9999,9999
593,CALZA      C   OUTSIDE POWER DRY,,209,495,1,148100041BXS.,9999,9999
594,CALZA      C   OUTSIDE POWER DRY,,209,495,1,148100041CXS.,9999,9999
595,CALZA      C   OUTSIDE POWER DRY,,209,495,1,148100041L...,9999,9999
596,CAMISETA   C   OUTSIDE PW. DRY,,209,495,1,149100046CXS.,9999,9999
597,CAMISETA   C   OUTSIDE PW. DRY,,209,495,1,149100046L...,9999,9999
598,BUZOS CAMPERA  C OUTSIDE NORTHFACE,,690,1650,1,027100051L...,9999,9999
599,BUZOS CAMPERA  C OUTSIDE NORTHFACE,,690,1650,1,027100051XL..,9999,9999
600,BUZOS CAMPERA  J OUTSIDE MONTREAL,,575,1150,1,026100051T.10,9999,9999
601,CAMPERA    C   OUTSIDE TIMBERLITE-CHALEC,,725,1595,1,033100042CXS.,9999,9999
602,CAMPERA    C   OUTSIDE MOONLITE,,725,1450,1,033100043BXS.,9999,9999
603,CAMPERA    C   OUTSIDE MOONLITE,,725,1450,1,033100043CXS.,9999,9999
604,CAMPERA    C   OUTSIDE MOONLITE,,725,1595,1,033100043M...,9999,9999
605,CAMPERA    C   OUTSIDE MOONLITE,,725,1595,1,033100043L...,9999,9999
606,CAMPERA    C   OUTSIDE MOONLITE,,725,1450,1,033100043XL..,9999,9999
607,CAMPERA    C   OUTSIDE MOONLITE,,725,1450,1,033100043XXL.,9999,9999
608,PROTECTOR      PANTALLA SPORT SPF 15 180,,22.5,50,1,065100001B.B.,9999,9999
609,PROTECTOR      PANTALLA SPF 15 180 ML,,22.5,50,1,065100004B.B.,9999,9999
610,PROTECTOR      PANTALLA KIDS SPF 30+ 90,,9,20,1,065100005B.B.,9999,9999
611,PROTECTOR      PANTALLA KIDS SPF 30 180M,,22.5,50,1,065100006B.B.,9999,9999
612,PROTECTOR      PANTALLA BABY FPS 50 86G,,10,22,1,065100007B.B.,9999,9999
613,PROTECTOR      BRONCEADOR SPF 4 230 ML,,22.5,50,1,065100010B.B.,9999,9999
614,PROTECTOR      HUMECTANTE ALOE VERA,,11.5,26,1,065100012B.B.,9999,9999
615,MOCHILA        DOITE DISCOVERY,,204.55,450,1,01510010928L.,9999,9999
616,CUELLOS    IP  ACCS KATHAR GORRO,,22.5,50,1,112100010....,9999,9999
617,CUELLOS    IP  ACCS KATMAI,,22.5,50,2,112100014....,9999,9999
618,BOTA HIKING J  CI TREKKING C/ALPINOS,,265,530,1,10710000126..,9999,9999
619,BOTA HIKING J  CI TREKKING C/ALPINOS,,265,530,1,10710000127..,9999,9999
620,BOTA HIKING J  CI TREKKING C/ALPINOS,,265,530,1,10710000128..,9999,9999
621,BOTA HIKING J  CI TREKKING C/ALPINOS,,265,530,1,10710000129..,9999,9999
622,BOTA HIKING J  CI TREKKING C/ALPINOS,,265,530,1,10710000130..,9999,9999
623,BOTA HIKING J  CI TREKKING C/ALPINOS,,265,530,1,10710000131..,9999,9999
624,BOTA HIKING J  CI TREKKING C/ALPINOS,,265,530,1,10710000132..,9999,9999
625,BOTA HIKING J  CI TREKKING C/ALPINOS,,265,530,1,10710000133..,9999,9999
626,BOTA.S         SALOMON PERFORMA 660,,115,200,1,10910006327..,9999,9999
627,SKI.ZS         SALOMON T 450,,159,250,1,1561000611,9999,9999
628,PROTECTOR      PANTALLA COLOR JR. FPS 30,,22.5,45,1,065100015B.B.,9999,9999
629,PROTECTOR      SUNSCREEN SPF 8,,22.5,50,1,065100016B.B.,9999,9999
630,BAST.K         HEAD,,13,35,2,1021001001,9999,9999
631,BAST.K         KOMPERDELL TITANIUM,,13,35,2,1021001001,9999,9999
632,BAST.K         HEAD TITANIUM,,13,35,2,1021001001,9999,9999
633,BOTA.R         ROSSIGNOL SALTO GTX,,179,370,3,10910000128..,9999,9999
634,BOTA.R         ROSSIGNOL SALTO GTX,,179,370,3,10910000129,9999,9999
635,BOTA.R         ROSSIGNOL SALTO GT / GX,,144,370,3,10910000227..,9999,9999
636,BOTA.R         ROSSIGNOL SALTO GT / GX,,144,370,3,10910000228,9999,9999
637,BOTA.R         ROSSIGNOL SALTO GT / GX,,144,370,3,10910000228..,9999,9999
638,BOTA.R         ROSSIGNOL SALTO GT / GX,,144,370,3,10910000229,9999,9999
639,BOTA.R         ROSSIGNOL SALTO GT / GX,,144,370,3,10910000229..,9999,9999
640,BOTA.R         ROSSIGNOL SALTO GT / GX,,144,370,3,10910000230,9999,9999
641,BOTA.R         ROSSIGNOL SALTO G / X,,100,330,3,10910000327,9999,9999
642,BOTA.R         ROSSIGNOL SALTO G / X,,100,330,3,10910000327,9999,9999
643,BOTA.R         ROSSIGNOL SALTO G / X,,100,330,3,10910000328,9999,9999
644,BOTA.R         ROSSIGNOL SALTO G / X,,100,330,3,10910000328,9999,9999
645,BOTA.R         ROSSIGNOL SALTO G / X,,100,330,3,10910000329,9999,9999
646,BOTA.R         ROSSIGNOL SALTO G / X,,100,330,3,10910000329,9999,9999
647,BOTA.R         ROSSIGNOL SALTO G / X,,100,330,3,10910000330,9999,9999
648,BOTA.R         ROSSIGNOL SALTO G / X,,100,330,3,10910000330,9999,9999
649,BOTA.R         ROSSIGNOL SAPHIR SX,,179,370,3,10910000425..,9999,9999
650,BOTA.R         ROSSIGNOL SAPHIR SX,,179,370,3,10910000426,9999,9999
651,BOTA.R         ROSSIGNOL SAPHIR G,,100,330,3,10910000525,9999,9999
652,BOTA.R         ROSSIGNOL SAPHIR G,,100,330,3,10910000525..,9999,9999
653,BOTA.R         ROSSIGNOL SAPHIR G,,100,330,3,10910000526,9999,9999
